INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,Numbers
I172040161,301,Robbery,ROBBERY - STREET,D4,597,,2017/5/21 17:32,2017,5,Sunday,17,Part One,COLUMBUS AVE,42.33961848,-71.0828558,"(42.33961848, -71.08285580)",1
I172039977,301,Robbery,ROBBERY - STREET,B2,180,,2017/5/21 0:20,2017,5,Sunday,0,Part One,DUDLEY ST,42.32613742,-71.07531938,"(42.32613742, -71.07531938)",1
I172039963,301,Robbery,ROBBERY - STREET,A1,119,,2017/5/20 23:09,2017,5,Saturday,23,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)",1
I172039614,301,Robbery,ROBBERY - STREET,C11,360,,2017/5/19 19:38,2017,5,Friday,19,Part One,DORCHESTER AVE,42.29768954,-71.06090954,"(42.29768954, -71.06090954)",1
I172039587,301,Robbery,ROBBERY - STREET,C11,345,,2017/5/18 22:00,2017,5,Thursday,22,Part One,ROBINSON ST,42.30248605,-71.06321339,"(42.30248605, -71.06321339)",1
I172039233,301,Robbery,ROBBERY - STREET,B3,435,,2017/5/18 15:00,2017,5,Thursday,15,Part One,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)",1
I172039130,301,Robbery,ROBBERY - STREET,D4,273,,2017/5/18 12:18,2017,5,Thursday,12,Part One,SHAWMUT AVE,42.33602271,-71.0799671,"(42.33602271, -71.07996710)",1
I172039129,301,Robbery,ROBBERY - STREET,D4,134,,2017/5/18 11:38,2017,5,Thursday,11,Part One,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)",1
I172039037,301,Robbery,ROBBERY - STREET,C6,914,,2017/5/18 0:56,2017,5,Thursday,0,Part One,HENRY STERLING SQ,42.32648547,-71.05487817,"(42.32648547, -71.05487817)",1
I172039023,301,Robbery,ROBBERY - STREET,C6,914,,2017/5/18 0:20,2017,5,Thursday,0,Part One,HENRY STERLING SQ,42.32648547,-71.05487817,"(42.32648547, -71.05487817)",1
I172038946,301,Robbery,ROBBERY - STREET,C6,216,,2017/5/17 18:12,2017,5,Wednesday,18,Part One,W SEVENTH ST,42.33574249,-71.05309125,"(42.33574249, -71.05309125)",1
I172038693,301,Robbery,ROBBERY - STREET,B3,419,,2017/5/17 4:00,2017,5,Wednesday,4,Part One,FULLER ST,42.28009279,-71.0800541,"(42.28009279, -71.08005410)",1
I172038680,301,Robbery,ROBBERY - STREET,A1,117,,2017/5/17 2:00,2017,5,Wednesday,2,Part One,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)",1
I172038389,301,Robbery,ROBBERY - STREET,B2,184,,2017/5/16 2:30,2017,5,Tuesday,2,Part One,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",1
I172037921,301,Robbery,ROBBERY - STREET,B2,328,,2017/5/14 15:41,2017,5,Sunday,15,Part One,NORMANDY ST,42.31130246,-71.07824138,"(42.31130246, -71.07824138)",1
I172037542,301,Robbery,ROBBERY - STREET,A7,27,,2017/5/13 4:20,2017,5,Saturday,4,Part One,SUMNER ST,42.36967378,-71.04155054,"(42.36967378, -71.04155054)",1
I172037487,301,Robbery,ROBBERY - STREET,E13,906,,2017/5/12 22:24,2017,5,Friday,22,Part One,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)",1
I172037429,301,Robbery,ROBBERY - STREET,B2,329,,2017/5/12 17:53,2017,5,Friday,17,Part One,BLUE HILL AVE,42.30896999,-71.08284839,"(42.30896999, -71.08284839)",1
I172037113,301,Robbery,ROBBERY - STREET,C11,328,,2017/5/11 17:09,2017,5,Thursday,17,Part One,MAGNOLIA ST,42.31012905,-71.07484821,"(42.31012905, -71.07484821)",1
I172037110,301,Robbery,ROBBERY - STREET,B2,901,,2017/5/11 17:28,2017,5,Thursday,17,Part One,CORNELIA CT,42.33417994,-71.09890998,"(42.33417994, -71.09890998)",1
I172036937,301,Robbery,ROBBERY - STREET,D4,270,,2017/5/11 5:39,2017,5,Thursday,5,Part One,HARRISON AVE,42.33444882,-71.0757421,"(42.33444882, -71.07574210)",1
I172036810,301,Robbery,ROBBERY - STREET,E13,912,,2017/5/10 16:40,2017,5,Wednesday,16,Part One,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)",1
I172036719,301,Robbery,ROBBERY - STREET,B2,288,,2017/5/10 11:15,2017,5,Wednesday,11,Part One,MALCOLM X BLVD,42.33056715,-71.08806813,"(42.33056715, -71.08806813)",1
I172036604,301,Robbery,ROBBERY - STREET,E18,482,,2017/5/9 22:12,2017,5,Tuesday,22,Part One,TESLA ST,42.2661068,-71.09656048,"(42.26610680, -71.09656048)",1
I172036592,301,Robbery,ROBBERY - STREET,A7,12,,2017/5/9 20:38,2017,5,Tuesday,20,Part One,BENNINGTON ST,42.38512136,-71.01150101,"(42.38512136, -71.01150101)",1
I172036411,301,Robbery,ROBBERY - STREET,C6,175,,2017/5/9 11:19,2017,5,Tuesday,11,Part One,SOUTHAMPTON ST,42.3309164,-71.06415106,"(42.33091640, -71.06415106)",1
I172036073,301,Robbery,ROBBERY - STREET,B2,288,,2017/5/8 8:33,2017,5,Monday,8,Part One,MADISON PARK CT,42.33102946,-71.08618278,"(42.33102946, -71.08618278)",1
I172036032,301,Robbery,ROBBERY - STREET,B2,602,,2017/5/7 23:24,2017,5,Sunday,23,Part One,HUNTINGTON AVE,42.33598567,-71.09971741,"(42.33598567, -71.09971741)",1
I172035937,301,Robbery,ROBBERY - STREET,A7,25,,2017/5/7 17:05,2017,5,Sunday,17,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)",1
I172035534,301,Robbery,ROBBERY - STREET,C11,343,,2017/5/6 5:19,2017,5,Saturday,5,Part One,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)",1
I172035154,301,Robbery,ROBBERY - STREET,C11,352,,2017/5/4 21:52,2017,5,Thursday,21,Part One,LEROY ST,42.30095488,-71.06537601,"(42.30095488, -71.06537601)",1
I172034960,301,Robbery,ROBBERY - STREET,B3,432,,2017/5/4 12:18,2017,5,Thursday,12,Part One,TUCKER ST,42.28812365,-71.07974985,"(42.28812365, -71.07974985)",1
I172034745,301,Robbery,ROBBERY - STREET,A15,58,,2017/5/3 16:27,2017,5,Wednesday,16,Part One,AUSTIN ST,42.37537093,-71.06468508,"(42.37537093, -71.06468508)",1
I172034528,301,Robbery,ROBBERY - STREET,C6,178,,2017/5/2 22:41,2017,5,Tuesday,22,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",1
I172034225,301,Robbery,ROBBERY - STREET,A1,103,,2017/5/2 2:15,2017,5,Tuesday,2,Part One,TREMONT ST,42.3572734,-71.0611658,"(42.35727340, -71.06116580)",1
I172034031,301,Robbery,ROBBERY - STREET,E18,483,,2017/5/1 12:42,2017,5,Monday,12,Part One,RIVER ST,42.26355114,-71.10234053,"(42.26355114, -71.10234053)",1
I172033662,301,Robbery,ROBBERY - STREET,B2,276,,2017/4/30 3:45,2017,4,Sunday,3,Part One,EUSTIS ST,42.33195363,-71.08170278,"(42.33195363, -71.08170278)",1
I172033589,301,Robbery,ROBBERY - STREET,C6,177,,2017/4/29 21:49,2017,4,Saturday,21,Part One,MASSACHUSETTS AVE,42.33213269,-71.07131032,"(42.33213269, -71.07131032)",1
I172033566,301,Robbery,ROBBERY - STREET,A7,6,,2017/4/29 19:31,2017,4,Saturday,19,Part One,BARNES AVE,42.386147,-71.005339,"(42.38614700, -71.00533900)",1
I172033218,301,Robbery,ROBBERY - STREET,B2,280,,2017/4/28 19:11,2017,4,Friday,19,Part One,DUDLEY ST,42.32883627,-71.08459849,"(42.32883627, -71.08459849)",1
I172032949,301,Robbery,ROBBERY - STREET,D14,795,,2017/4/27 21:51,2017,4,Thursday,21,Part One,ALLSTON ST,42.34984183,-71.13678902,"(42.34984183, -71.13678902)",1
I172032670,301,Robbery,ROBBERY - STREET,C6,219,,2017/4/27 2:30,2017,4,Thursday,2,Part One,E EIGHTH ST,42.33126474,-71.04680751,"(42.33126474, -71.04680751)",1
I172032113,301,Robbery,ROBBERY - STREET,A1,111,,2017/4/25 4:36,2017,4,Tuesday,4,Part One,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)",1
I172032107,301,Robbery,ROBBERY - STREET,D14,796,,2017/4/25 0:15,2017,4,Tuesday,0,Part One,BRIGHTON AVE,42.35266601,-71.12974348,"(42.35266601, -71.12974348)",1
I172032103,301,Robbery,ROBBERY - STREET,D14,799,,2017/4/25 0:40,2017,4,Tuesday,0,Part One,CHESTER ST,42.35316369,-71.12820416,"(42.35316369, -71.12820416)",1
I172031875,301,Robbery,ROBBERY - STREET,D4,905,,2017/4/24 11:30,2017,4,Monday,11,Part One,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)",1
I172031780,301,Robbery,ROBBERY - STREET,B3,413,,2017/4/24 3:07,2017,4,Monday,3,Part One,OAKRIDGE ST,42.27700963,-71.07431626,"(42.27700963, -71.07431626)",1
I172031576,301,Robbery,ROBBERY - STREET,D4,170,,2017/4/23 11:30,2017,4,Sunday,11,Part One,E SPRINGFIELD ST,42.3354595,-71.07448891,"(42.33545950, -71.07448891)",1
I172031479,301,Robbery,ROBBERY - STREET,B3,437,,2017/4/22 22:33,2017,4,Saturday,22,Part One,ELMHURST ST,42.28904237,-71.0765702,"(42.28904237, -71.07657020)",1
I172031123,301,Robbery,ROBBERY - STREET,B3,437,,2017/4/21 16:10,2017,4,Friday,16,Part One,ELMHURST ST,42.28904237,-71.0765702,"(42.28904237, -71.07657020)",1
I172030941,301,Robbery,ROBBERY - STREET,B2,329,,2017/4/20 21:00,2017,4,Thursday,21,Part One,STANWOOD ST,42.30762176,-71.07752554,"(42.30762176, -71.07752554)",1
I172030919,301,Robbery,ROBBERY - STREET,E18,520,,2017/4/20 18:32,2017,4,Thursday,18,Part One,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)",1
I172030672,301,Robbery,ROBBERY - STREET,B3,418,,2017/4/19 22:43,2017,4,Wednesday,22,Part One,MORTON ST,42.2806123,-71.08350146,"(42.28061230, -71.08350146)",1
I172030656,301,Robbery,ROBBERY - STREET,A7,27,,2017/4/19 22:00,2017,4,Wednesday,22,Part One,CLIPPER SHIP LN,42.3690441,-71.0412039,"(42.36904410, -71.04120390)",1
I172030427,301,Robbery,ROBBERY - STREET,B3,481,,2017/4/18 13:20,2017,4,Tuesday,13,Part One,CUMMINS HWY,42.26857609,-71.09574826,"(42.26857609, -71.09574826)",1
I172030386,301,Robbery,ROBBERY - STREET,B2,325,,2017/4/19 2:46,2017,4,Wednesday,2,Part One,BALFOUR ST,42.31417502,-71.07639975,"(42.31417502, -71.07639975)",1
I172030350,301,Robbery,ROBBERY - STREET,E18,521,,2017/4/18 22:15,2017,4,Tuesday,22,Part One,DANA AVE,42.25422187,-71.12491127,"(42.25422187, -71.12491127)",1
I172030327,301,Robbery,ROBBERY - STREET,B3,427,,2017/4/18 20:25,2017,4,Tuesday,20,Part One,BLUE HILL AVE,42.27653731,-71.0933951,"(42.27653731, -71.09339510)",1
I172030176,301,Robbery,ROBBERY - STREET,D4,130,,2017/4/13 21:30,2017,4,Thursday,21,Part One,DARTMOUTH ST,42.34928287,-71.07689903,"(42.34928287, -71.07689903)",1
I172030171,301,Robbery,ROBBERY - STREET,B2,291,,2017/4/18 0:42,2017,4,Tuesday,0,Part One,CEDAR ST,42.32720581,-71.09414427,"(42.32720581, -71.09414427)",1
I172030090,301,Robbery,ROBBERY - STREET,D4,591,,2017/4/18 1:50,2017,4,Tuesday,1,Part One,CHARLESGATE E,42.3469826,-71.09111988,"(42.34698260, -71.09111988)",1
I172029785,301,Robbery,ROBBERY - STREET,A1,120,,2017/4/16 2:30,2017,4,Sunday,2,Part One,PARK PLZ,42.35162789,-71.0686641,"(42.35162789, -71.06866410)",1
I172029777,301,Robbery,ROBBERY - STREET,E5,557,,2017/4/16 23:00,2017,4,Sunday,23,Part One,POPLAR ST,42.28175144,-71.12708183,"(42.28175144, -71.12708183)",1
I172029563,301,Robbery,ROBBERY - STREET,A1,116,,2017/4/16 3:51,2017,4,Sunday,3,Part One,ESSEX ST,42.35235362,-71.05815283,"(42.35235362, -71.05815283)",1
I172029487,301,Robbery,ROBBERY - STREET,B3,476,,2017/4/15 20:36,2017,4,Saturday,20,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)",1
I172028646,301,Robbery,ROBBERY - STREET,B2,325,,2017/4/12 23:45,2017,4,Wednesday,23,Part One,WAYLAND ST,42.31428744,-71.07697146,"(42.31428744, -71.07697146)",1
I172028636,301,Robbery,ROBBERY - STREET,E18,521,,2017/4/12 23:25,2017,4,Wednesday,23,Part One,RIVER ST,42.25592648,-71.12317207,"(42.25592648, -71.12317207)",1
I172027995,301,Robbery,ROBBERY - STREET,C11,254,,2017/4/10 21:31,2017,4,Monday,21,Part One,DEWAR ST,42.30995208,-71.05788994,"(42.30995208, -71.05788994)",1
I172027987,301,Robbery,ROBBERY - STREET,D4,905,,2017/4/10 20:19,2017,4,Monday,20,Part One,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)",1
I172027264,301,Robbery,ROBBERY - STREET,C11,401,,2017/4/8 6:30,2017,4,Saturday,6,Part One,TALBOT AVE,42.2871482,-71.06493039,"(42.28714820, -71.06493039)",1
I172027206,301,Robbery,ROBBERY - STREET,E13,912,,2017/4/8 0:09,2017,4,Saturday,0,Part One,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)",1
I172027159,301,Robbery,ROBBERY - STREET,B3,426,,2017/4/7 20:00,2017,4,Friday,20,Part One,RIVER ST,42.26871441,-71.09221139,"(42.26871441, -71.09221139)",1
I172027143,301,Robbery,ROBBERY - STREET,B3,419,,2017/4/7 20:07,2017,4,Friday,20,Part One,CAPEN ST,42.28001818,-71.07837049,"(42.28001818, -71.07837049)",1
I172027086,301,Robbery,ROBBERY - STREET,D4,162,,2017/4/7 17:12,2017,4,Friday,17,Part One,E BERKELEY ST,42.34431922,-71.06706029,"(42.34431922, -71.06706029)",1
I172026893,301,Robbery,ROBBERY - STREET,A1,105,,2017/4/7 1:09,2017,4,Friday,1,Part One,SUMMER ST,42.35474968,-71.05951251,"(42.35474968, -71.05951251)",1
I172026731,301,Robbery,ROBBERY - STREET,B2,901,,2017/4/6 12:54,2017,4,Thursday,12,Part One,DEVON ST,42.3092779,-71.07868791,"(42.30927790, -71.07868791)",1
I172026391,301,Robbery,ROBBERY - STREET,C11,451,,2017/4/3 21:00,2017,4,Monday,21,Part One,WASHINGTON ST,42.29417346,-71.07193797,"(42.29417346, -71.07193797)",1
I172026303,301,Robbery,ROBBERY - STREET,D4,145,,2017/4/4 21:33,2017,4,Tuesday,21,Part One,HUNTINGTON AVE,42.34341962,-71.083956,"(42.34341962, -71.08395600)",1
I172026117,301,Robbery,ROBBERY - STREET,D4,617,,2017/4/4 11:23,2017,4,Tuesday,11,Part One,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)",1
I172026069,301,Robbery,ROBBERY - STREET,E18,494,,2017/4/13 19:34,2017,4,Thursday,19,Part One,RIVER ST,42.25940183,-71.1173157,"(42.25940183, -71.11731570)",1
I172026056,301,Robbery,ROBBERY - STREET,D4,271,,2017/4/4 2:34,2017,4,Tuesday,2,Part One,NORTHAMPTON ST,42.33463662,-71.07597593,"(42.33463662, -71.07597593)",1
I172025989,301,Robbery,ROBBERY - STREET,C11,340,,2017/4/3 19:44,2017,4,Monday,19,Part One,FOX ST,42.30665904,-71.06256742,"(42.30665904, -71.06256742)",1
I172025871,301,Robbery,ROBBERY - STREET,D14,784,,2017/4/3 13:40,2017,4,Monday,13,Part One,ARMINGTON ST,42.3524587,-71.13762608,"(42.35245870, -71.13762608)",1
I172025547,301,Robbery,ROBBERY - STREET,A1,121,,2017/3/30 2:30,2017,3,Thursday,2,Part One,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)",1
I172025376,301,Robbery,ROBBERY - STREET,D4,629,,2017/4/1 21:23,2017,4,Saturday,21,Part One,MEDFIELD ST,42.34555216,-71.10510385,"(42.34555216, -71.10510385)",1
I172025346,301,Robbery,ROBBERY - STREET,D4,157,,2017/4/1 19:43,2017,4,Saturday,19,Part One,TREMONT ST,42.34182317,-71.07562989,"(42.34182317, -71.07562989)",1
I172025176,301,Robbery,ROBBERY - STREET,E18,480,,2017/4/1 1:15,2017,4,Saturday,1,Part One,BISMARCK ST,42.26983458,-71.10003437,"(42.26983458, -71.10003437)",1
I172024848,301,Robbery,ROBBERY - STREET,A1,98,,2017/3/31 0:46,2017,3,Friday,0,Part One,DEVONSHIRE PL,42.3586202,-71.05752801,"(42.35862020, -71.05752801)",1
I172024829,301,Robbery,ROBBERY - STREET,D4,145,,2017/3/30 19:00,2017,3,Thursday,19,Part One,SAINT BOTOLPH ST,42.34295139,-71.0831454,"(42.34295139, -71.08314540)",1
I172024103,301,Robbery,ROBBERY - STREET,D14,795,,2017/3/28 14:29,2017,3,Tuesday,14,Part One,BRIGHTON AVE,42.35329808,-71.13504948,"(42.35329808, -71.13504948)",1
I172023960,301,Robbery,ROBBERY - STREET,A1,125,,2017/3/28 2:59,2017,3,Tuesday,2,Part One,STUART ST,42.35064439,-71.06811584,"(42.35064439, -71.06811584)",1
I172023955,301,Robbery,ROBBERY - STREET,B3,465,,2017/3/28 0:48,2017,3,Tuesday,0,Part One,HARVARD ST,42.287672,-71.093875,"(42.28767200, -71.09387500)",1
I172023827,301,Robbery,ROBBERY - STREET,B2,326,,2017/3/27 16:16,2017,3,Monday,16,Part One,FAYSTON ST,42.3126054,-71.07624159,"(42.31260540, -71.07624159)",1
I172023691,301,Robbery,ROBBERY - STREET,A1,84,,2017/3/27 9:03,2017,3,Monday,9,Part One,HANOVER ST,42.36416781,-71.05407041,"(42.36416781, -71.05407041)",1
I172023668,301,Robbery,ROBBERY - STREET,B2,264,,2017/3/27 0:00,2017,3,Monday,0,Part One,BLUE HILL AVE,42.31915303,-71.07775478,"(42.31915303, -71.07775478)",1
I172023516,301,Robbery,ROBBERY - STREET,B2,326,,2017/3/26 14:12,2017,3,Sunday,14,Part One,FAYSTON ST,42.31224327,-71.07549901,"(42.31224327, -71.07549901)",1
I172023258,301,Robbery,ROBBERY - STREET,E18,542,,2017/3/25 13:25,2017,3,Saturday,13,Part One,GORDON AVE,42.25562152,-71.12557424,"(42.25562152, -71.12557424)",1
I172023143,301,Robbery,ROBBERY - STREET,D4,621,,2017/3/24 23:49,2017,3,Friday,23,Part One,COMMONWEALTH AVE,42.348866,-71.08936284,"(42.34886600, -71.08936284)",1
I172023053,301,Robbery,ROBBERY - STREET,B2,329,,2017/3/24 16:31,2017,3,Friday,16,Part One,GENEVA AVE,42.30824094,-71.08128527,"(42.30824094, -71.08128527)",1
I172022866,301,Robbery,ROBBERY - STREET,A1,116,,2017/3/24 1:25,2017,3,Friday,1,Part One,ESSEX ST,42.35232087,-71.05801215,"(42.35232087, -71.05801215)",1
I172022128,301,Robbery,ROBBERY - STREET,A1,116,,2017/3/21 16:27,2017,3,Tuesday,16,Part One,EDINBORO ST,42.35207238,-71.05975342,"(42.35207238, -71.05975342)",1
I172022063,301,Robbery,ROBBERY - STREET,B3,476,,2017/3/21 11:53,2017,3,Tuesday,11,Part One,CUMMINS HWY,42.26894762,-71.09608344,"(42.26894762, -71.09608344)",1
I172021474,301,Robbery,ROBBERY - STREET,A1,119,,2017/3/19 16:00,2017,3,Sunday,16,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)",1
I172021262,301,Robbery,ROBBERY - STREET,C11,341,,2017/3/18 20:31,2017,3,Saturday,20,Part One,SPEEDWELL ST,42.30406722,-71.06760042,"(42.30406722, -71.06760042)",1
I172021249,301,Robbery,ROBBERY - STREET,A15,58,,2017/3/17 23:30,2017,3,Friday,23,Part One,AUSTIN ST,42.37507158,-71.06517497,"(42.37507158, -71.06517497)",1
I172021209,301,Robbery,ROBBERY - STREET,C6,196,,2017/3/18 17:13,2017,3,Saturday,17,Part One,DORCHESTER AVE,42.33543317,-71.05705378,"(42.33543317, -71.05705378)",1
I172021010,301,Robbery,ROBBERY - STREET,A15,58,,2017/3/17 22:31,2017,3,Friday,22,Part One,AUSTIN ST,42.37479451,-71.06600871,"(42.37479451, -71.06600871)",1
I172020994,301,Robbery,ROBBERY - STREET,D14,752,,2017/3/17 20:54,2017,3,Friday,20,Part One,BRECK AVE,42.350546,-71.167663,"(42.35054600, -71.16766300)",1
I172020721,301,Robbery,ROBBERY - STREET,D14,797,,2017/3/16 22:30,2017,3,Thursday,22,Part One,COMMONWEALTH AVE,42.35135565,-71.11699981,"(42.35135565, -71.11699981)",1
I172020446,301,Robbery,ROBBERY - STREET,D14,816,,2017/3/16 0:09,2017,3,Thursday,0,Part One,ROYAL ST,42.3575106,-71.12996479,"(42.35751060, -71.12996479)",1
I172020440,301,Robbery,ROBBERY - STREET,A7,29,,2017/3/15 23:30,2017,3,Wednesday,23,Part One,BREMEN ST,42.36971223,-71.03793387,"(42.36971223, -71.03793387)",1
I172020333,301,Robbery,ROBBERY - STREET,A1,111,,2017/3/15 15:20,2017,3,Wednesday,15,Part One,TREMONT ST,42.35428377,-71.06380404,"(42.35428377, -71.06380404)",1
I172020185,301,Robbery,ROBBERY - STREET,D14,769,,2017/3/14 22:39,2017,3,Tuesday,22,Part One,MARKET ST,42.35441899,-71.15018788,"(42.35441899, -71.15018788)",1
I172019961,301,Robbery,ROBBERY - STREET,D4,142,,2017/3/13 21:08,2017,3,Monday,21,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",1
I172019554,301,Robbery,ROBBERY - STREET,C11,240,,2017/3/12 13:50,2017,3,Sunday,13,Part One,E COTTAGE ST,42.32004176,-71.06104118,"(42.32004176, -71.06104118)",1
I172019496,301,Robbery,ROBBERY - STREET,A1,112,,2017/3/12 5:13,2017,3,Sunday,5,Part One,AVENUE DE LAFAYETTE,42.35349534,-71.06136198,"(42.35349534, -71.06136198)",1
I172019457,301,Robbery,ROBBERY - STREET,C11,253,,2017/3/11 23:10,2017,3,Saturday,23,Part One,FREEPORT ST,42.30340659,-71.05343921,"(42.30340659, -71.05343921)",1
I172019385,301,Robbery,ROBBERY - STREET,B2,268,,2017/3/11 17:20,2017,3,Saturday,17,Part One,DEARBORN ST,42.32926098,-71.07900139,"(42.32926098, -71.07900139)",1
I172019352,301,Robbery,ROBBERY - STREET,B3,453,,2017/3/9 17:45,2017,3,Thursday,17,Part One,SCHOOL ST,42.2965927,-71.07332173,"(42.29659270, -71.07332173)",1
I172019324,301,Robbery,ROBBERY - STREET,E18,522,,2017/3/11 2:00,2017,3,Saturday,2,Part One,DANA AVE,42.25208956,-71.12305271,"(42.25208956, -71.12305271)",1
I172019183,301,Robbery,ROBBERY - STREET,A1,93,,2017/3/10 22:40,2017,3,Friday,22,Part One,STATE ST,42.35892253,-71.05635419,"(42.35892253, -71.05635419)",1
I172019175,301,Robbery,ROBBERY - STREET,B2,311,,2017/3/10 21:01,2017,3,Friday,21,Part One,WARREN ST,42.32026821,-71.08150494,"(42.32026821, -71.08150494)",1
I172019115,301,Robbery,ROBBERY - STREET,C11,352,,2017/3/10 17:18,2017,3,Friday,17,Part One,ARCADIA ST,42.30155019,-71.06235124,"(42.30155019, -71.06235124)",1
I172018941,301,Robbery,ROBBERY - STREET,D14,796,,2017/3/10 1:56,2017,3,Friday,1,Part One,BRIGHTON AVE,42.35266601,-71.12974348,"(42.35266601, -71.12974348)",1
I172018939,301,Robbery,ROBBERY - STREET,D4,270,,2017/3/10 1:21,2017,3,Friday,1,Part One,FELLOWS ST,42.33346101,-71.07501828,"(42.33346101, -71.07501828)",1
I172018780,301,Robbery,ROBBERY - STREET,A15,900,,2017/3/9 14:07,2017,3,Thursday,14,Part One,BUNKER HILL ST,42.37824004,-71.0604344,"(42.37824004, -71.06043440)",1
I172018614,301,Robbery,ROBBERY - STREET,D4,160,,2017/3/8 23:28,2017,3,Wednesday,23,Part One,DWIGHT ST,42.34449084,-71.0692566,"(42.34449084, -71.06925660)",1
I172018517,301,Robbery,ROBBERY - STREET,B2,318,,2017/3/8 10:45,2017,3,Wednesday,10,Part One,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)",1
I172017945,301,Robbery,ROBBERY - STREET,B2,263,,2017/3/6 17:13,2017,3,Monday,17,Part One,DENNIS ST,42.32238386,-71.07542314,"(42.32238386, -71.07542314)",1
I172017688,301,Robbery,ROBBERY - STREET,C11,450,,2017/3/5 16:17,2017,3,Sunday,16,Part One,WASHINGTON ST,42.29057504,-71.07165726,"(42.29057504, -71.07165726)",1
I172017680,301,Robbery,ROBBERY - STREET,A7,29,,2017/3/5 18:00,2017,3,Sunday,18,Part One,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)",1
I172017562,301,Robbery,ROBBERY - STREET,D4,145,,2017/3/5 5:12,2017,3,Sunday,5,Part One,HUNTINGTON AVE,42.34341962,-71.083956,"(42.34341962, -71.08395600)",1
I172017408,301,Robbery,ROBBERY - STREET,D14,795,,2017/2/27 20:30,2017,2,Monday,20,Part One,ALLSTON ST,42.34984183,-71.13678902,"(42.34984183, -71.13678902)",1
I172017191,301,Robbery,ROBBERY - STREET,B2,328,,2017/3/3 16:19,2017,3,Friday,16,Part One,CEYLON ST,42.31082341,-71.07267019,"(42.31082341, -71.07267019)",1
I172017021,301,Robbery,ROBBERY - STREET,D4,137,,2017/3/3 0:11,2017,3,Friday,0,Part One,COMMONWEALTH AVE,42.35080941,-71.08143615,"(42.35080941, -71.08143615)",1
I172016993,301,Robbery,ROBBERY - STREET,D4,54,,2017/3/2 20:57,2017,3,Thursday,20,Part One,MAIN ST,42.37746305,-71.06697969,"(42.37746305, -71.06697969)",1
I172016401,301,Robbery,ROBBERY - STREET,B2,279,,2017/3/1 1:47,2017,3,Wednesday,1,Part One,ZEIGLER ST,42.32898193,-71.07956761,"(42.32898193, -71.07956761)",1
I172016394,301,Robbery,ROBBERY - STREET,B3,410,,2017/3/1 0:59,2017,3,Wednesday,0,Part One,CEDAR ST,42.27374058,-71.0757262,"(42.27374058, -71.07572620)",1
I172016391,301,Robbery,ROBBERY - STREET,B2,286,,2017/3/1 1:02,2017,3,Wednesday,1,Part One,TREMONT ST,42.33475847,-71.08903954,"(42.33475847, -71.08903954)",1
I172016339,301,Robbery,ROBBERY - STREET,E13,584,,2017/2/28 15:40,2017,2,Tuesday,15,Part One,HEATH ST,42.32638832,-71.10181751,"(42.32638832, -71.10181751)",1
I172016300,301,Robbery,ROBBERY - STREET,E13,577,,2017/2/28 16:56,2017,2,Tuesday,16,Part One,WASHINGTON ST,42.31485546,-71.0992241,"(42.31485546, -71.09922410)",1
I172016117,301,Robbery,ROBBERY - STREET,A1,102,,2017/2/27 23:25,2017,2,Monday,23,Part One,WINTER PL,42.3556541,-71.06143259,"(42.35565410, -71.06143259)",1
I172016103,301,Robbery,ROBBERY - STREET,E13,569,,2017/2/27 20:48,2017,2,Monday,20,Part One,WASHINGTON ST,42.30307413,-71.11081856,"(42.30307413, -71.11081856)",1
