INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,Numbers
I172081516,301,Robbery,ROBBERY - STREET,C11,334,,2017/9/30 4:31,2017,9,Saturday,4,Part One,HOWE ST,42.31136188,-71.0644231,"(42.31136188, -71.06442310)",1
I172081475,301,Robbery,ROBBERY - STREET,E5,731,,2017/9/29 22:45,2017,9,Friday,22,Part One,TEMPLE ST,42.27980181,-71.16196326,"(42.27980181, -71.16196326)",1
I172081464,301,Robbery,ROBBERY - STREET,A1,118,,2017/9/29 22:36,2017,9,Friday,22,Part One,BOYLSTON ST,42.35251005,-71.06719166,"(42.35251005, -71.06719166)",1
I172081453,301,Robbery,ROBBERY - STREET,A1,119,,2017/9/29 21:20,2017,9,Friday,21,Part One,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",1
I172081364,301,Robbery,ROBBERY - STREET,B3,426,,2017/9/29 16:25,2017,9,Friday,16,Part One,RIVER ST,42.268024,-71.09301057,"(42.26802400, -71.09301057)",1
I172081051,301,Robbery,ROBBERY - STREET,C11,345,,2017/9/28 16:18,2017,9,Thursday,16,Part One,ARCADIA ST,42.30183841,-71.06127819,"(42.30183841, -71.06127819)",1
I172080842,301,Robbery,ROBBERY - STREET,E13, ,,2017/9/27 23:20,2017,9,Wednesday,23,Part One,,42.31461036,-71.09947709,"(42.31461036, -71.09947709)",1
I172080832,301,Robbery,ROBBERY - STREET,C6,213,,2017/9/28 0:17,2017,9,Thursday,0,Part One,W BROADWAY,42.336112,-71.04665434,"(42.33611200, -71.04665434)",1
I172080805,301,Robbery,ROBBERY - STREET,C11,402,,2017/9/27 20:57,2017,9,Wednesday,20,Part One,ASHMONT ST,42.28519774,-71.0677511,"(42.28519774, -71.06775110)",1
I172080415,301,Robbery,ROBBERY - STREET,B2,330,,2017/9/26 17:56,2017,9,Tuesday,17,Part One,PASADENA RD,42.30576093,-71.08377157,"(42.30576093, -71.08377157)",1
I172080329,301,Robbery,ROBBERY - STREET,E13,510,,2017/9/26 6:53,2017,9,Tuesday,6,Part One,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)",1
I172080169,301,Robbery,ROBBERY - STREET,D4,130,,2017/9/26 6:24,2017,9,Tuesday,6,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)",1
I172080166,301,Robbery,ROBBERY - STREET,D4,171,,2017/9/26 1:30,2017,9,Tuesday,1,Part One,BOYLSTON ST,42.34674238,-71.08970931,"(42.34674238, -71.08970931)",1
I172080141,301,Robbery,ROBBERY - STREET,D4,161,,2017/9/26 0:15,2017,9,Tuesday,0,Part One,BERKELEY ST,42.3452743,-71.0698355,"(42.34527430, -71.06983550)",1
I172080139,301,Robbery,ROBBERY - STREET,D4,591,,2017/9/26 0:38,2017,9,Tuesday,0,Part One,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",1
I172079776,301,Robbery,ROBBERY - STREET,B2,317,,2017/9/25 1:28,2017,9,Monday,1,Part One,RUTHVEN ST,42.31202047,-71.08851632,"(42.31202047, -71.08851632)",1
I172079746,301,Robbery,ROBBERY - STREET,E18,501,,2017/9/24 22:13,2017,9,Sunday,22,Part One,MOUNT HOPE ST,42.28393145,-71.11733126,"(42.28393145, -71.11733126)",1
I172079451,301,Robbery,ROBBERY - STREET,C11,340,Y,2017/9/23 22:19,2017,9,Saturday,22,Part One,FOX ST,42.30609597,-71.06425709,"(42.30609597, -71.06425709)",1
I172079428,301,Robbery,ROBBERY - STREET,A1,111,,2017/9/23 22:07,2017,9,Saturday,22,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)",1
I172079426,301,Robbery,ROBBERY - STREET,B2,326,Y,2017/9/23 22:08,2017,9,Saturday,22,Part One,QUINCY ST,42.31424838,-71.07811402,"(42.31424838, -71.07811402)",1
I172079309,301,Robbery,ROBBERY - STREET,B2,329,,2017/9/23 14:13,2017,9,Saturday,14,Part One,STANWOOD ST,42.30762176,-71.07752554,"(42.30762176, -71.07752554)",1
I172079288,301,Robbery,ROBBERY - STREET,B2,268,,2017/9/23 13:20,2017,9,Saturday,13,Part One,EUSTIS ST,42.32804842,-71.07651895,"(42.32804842, -71.07651895)",1
I172079197,301,Robbery,ROBBERY - STREET,D4,133,,2017/9/23 6:00,2017,9,Saturday,6,Part One,DARTMOUTH ST,42.35089055,-71.0777336,"(42.35089055, -71.07773360)",1
I172079188,301,Robbery,ROBBERY - STREET,A1,95,,2017/9/23 3:23,2017,9,Saturday,3,Part One,ATLANTIC AVE,42.35877445,-71.05157653,"(42.35877445, -71.05157653)",1
I172079156,301,Robbery,ROBBERY - STREET,A7,28,,2017/9/23 0:59,2017,9,Saturday,0,Part One,GOVE ST,42.3721588,-71.03852378,"(42.37215880, -71.03852378)",1
I172078997,301,Robbery,ROBBERY - STREET,B2,328,,2017/9/22 17:19,2017,9,Friday,17,Part One,LAWRENCE AVE,42.31059167,-71.07448205,"(42.31059167, -71.07448205)",1
I172078902,301,Robbery,ROBBERY - STREET,C11,460,,2017/9/22 12:20,2017,9,Friday,12,Part One,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)",1
I172078819,301,Robbery,ROBBERY - STREET,C11,352,,2017/9/22 8:00,2017,9,Friday,8,Part One,CHARLES ST,42.30021944,-71.06311002,"(42.30021944, -71.06311002)",1
I172078785,301,Robbery,ROBBERY - STREET,B3,426,,2017/9/22 0:13,2017,9,Friday,0,Part One,RIVER ST,42.268024,-71.09301057,"(42.26802400, -71.09301057)",1
I172078777,301,Robbery,ROBBERY - STREET,B2,320,,2017/9/22 0:45,2017,9,Friday,0,Part One,CRAWFORD ST,42.31167532,-71.08586299,"(42.31167532, -71.08586299)",1
I172078703,301,Robbery,ROBBERY - STREET,C6,177,,2017/9/21 18:59,2017,9,Thursday,18,Part One,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)",1
I172078644,301,Robbery,ROBBERY - STREET,C11,345,,2017/9/21 12:30,2017,9,Thursday,12,Part One,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)",1
I172078638,301,Robbery,ROBBERY - STREET,E13,912,,2017/9/21 15:47,2017,9,Thursday,15,Part One,HEATH ST,42.32513051,-71.09940815,"(42.32513051, -71.09940815)",1
I172078586,301,Robbery,ROBBERY - STREET,C11,334,,2017/9/21 13:24,2017,9,Thursday,13,Part One,CLARKSON ST,42.30974763,-71.06543939,"(42.30974763, -71.06543939)",1
I172078444,301,Robbery,ROBBERY - STREET,E18,519,,2017/9/20 23:14,2017,9,Wednesday,23,Part One,WEBSTER ST,42.25784534,-71.12029403,"(42.25784534, -71.12029403)",1
I172078286,301,Robbery,ROBBERY - STREET,D4,172,,2017/9/20 14:13,2017,9,Wednesday,14,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)",1
I172078241,301,Robbery,ROBBERY - STREET,B3,476,,2017/9/20 10:48,2017,9,Wednesday,10,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)",1
I172078240,301,Robbery,ROBBERY - STREET,B2,292,,2017/9/20 10:48,2017,9,Wednesday,10,Part One,JOHN ELIOT SQ,42.33001318,-71.09117863,"(42.33001318, -71.09117863)",1
I172078162,301,Robbery,ROBBERY - STREET,D14,801,,2017/9/20 1:47,2017,9,Wednesday,1,Part One,GARDNER ST,42.35351814,-71.13117064,"(42.35351814, -71.13117064)",1
I172078152,301,Robbery,ROBBERY - STREET,C11,334,,2017/9/20 0:05,2017,9,Wednesday,0,Part One,FERNALD TER,42.31012879,-71.0667901,"(42.31012879, -71.06679010)",1
I172077921,301,Robbery,ROBBERY - STREET,B2,320,,2017/9/19 9:19,2017,9,Tuesday,9,Part One,BLUE HILL AVE,42.3088984,-71.0830519,"(42.30889840, -71.08305190)",1
I172077518,301,Robbery,ROBBERY - STREET,E18,940,,2017/9/17 20:20,2017,9,Sunday,20,Part One,BOW ST,42.24410679,-71.11786345,"(42.24410679, -71.11786345)",1
I172077389,301,Robbery,ROBBERY - STREET,C11,357,,2017/9/16 1:00,2017,9,Saturday,1,Part One,GENEVA AVE,42.30080999,-71.06705066,"(42.30080999, -71.06705066)",1
I172077294,301,Robbery,ROBBERY - STREET,D4,624,,2017/9/17 2:59,2017,9,Sunday,2,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)",1
I172077125,301,Robbery,ROBBERY - STREET,D4,903,,2017/9/16 15:15,2017,9,Saturday,15,Part One,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)",1
I172076998,301,Robbery,ROBBERY - STREET,C11,395,,2017/9/16 8:07,2017,9,Saturday,8,Part One,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)",1
I172076932,301,Robbery,ROBBERY - STREET,D14,816,,2017/9/15 23:40,2017,9,Friday,23,Part One,HARVARD AVE,42.35375411,-71.13225621,"(42.35375411, -71.13225621)",1
I172076819,301,Robbery,ROBBERY - STREET,E13,912,,2017/9/15 16:30,2017,9,Friday,16,Part One,CENTRE ST,42.32287413,-71.10155354,"(42.32287413, -71.10155354)",1
I172076591,301,Robbery,ROBBERY - STREET,B3,428,,2017/9/14 23:50,2017,9,Thursday,23,Part One,BLUE HILL AVE,42.28238927,-71.09194475,"(42.28238927, -71.09194475)",1
I172076568,301,Robbery,ROBBERY - STREET,B3,472,Y,2017/9/15 0:00,2017,9,Friday,0,Part One,ALMONT ST,42.27433629,-71.09369943,"(42.27433629, -71.09369943)",1
I172076282,301,Robbery,ROBBERY - STREET,D14,789,,2017/9/14 0:00,2017,9,Thursday,0,Part One,CHESTNUT HILL AVE,42.33667474,-71.15166308,"(42.33667474, -71.15166308)",1
I172076266,301,Robbery,ROBBERY - STREET,B3,438,,2017/9/13 23:52,2017,9,Wednesday,23,Part One,SPENCER ST,42.29114655,-71.0751514,"(42.29114655, -71.07515140)",1
I172076227,301,Robbery,ROBBERY - STREET,E18,492,,2017/9/13 19:45,2017,9,Wednesday,19,Part One,WOOD AVE,42.26839985,-71.11127345,"(42.26839985, -71.11127345)",1
I172076029,301,Robbery,ROBBERY - STREET,D4,179,,2017/8/11 12:00,2017,8,Friday,12,Part One,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)",1
I172075974,301,Robbery,ROBBERY - STREET,A1,117,,2017/9/13 5:30,2017,9,Wednesday,5,Part One,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)",1
I172075926,301,Robbery,ROBBERY - STREET,A1,115,,2017/9/13 0:23,2017,9,Wednesday,0,Part One,ATLANTIC AVE,42.35043307,-71.05661862,"(42.35043307, -71.05661862)",1
I172075876,301,Robbery,ROBBERY - STREET,C11,397,,2017/9/12 19:59,2017,9,Tuesday,19,Part One,BRENT ST,42.29002965,-71.06687496,"(42.29002965, -71.06687496)",1
I172075819,301,Robbery,ROBBERY - STREET,A1,111,,2017/9/12 17:28,2017,9,Tuesday,17,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)",1
I172075750,301,Robbery,ROBBERY - STREET,B2,280,,2017/9/12 13:46,2017,9,Tuesday,13,Part One,WARREN ST,42.32902469,-71.08341505,"(42.32902469, -71.08341505)",1
I172075530,301,Robbery,ROBBERY - STREET,B2,585,,2017/9/11 18:28,2017,9,Monday,18,Part One,IROQUOIS ST,42.33014678,-71.10444485,"(42.33014678, -71.10444485)",1
I172075063,301,Robbery,ROBBERY - STREET,A1,117,,2017/9/10 8:07,2017,9,Sunday,8,Part One,BEACH ST,42.35146761,-71.06217219,"(42.35146761, -71.06217219)",1
I172075027,301,Robbery,ROBBERY - STREET,A1,101,,2017/9/10 2:44,2017,9,Sunday,2,Part One,INDIA ST,42.35925284,-71.05402233,"(42.35925284, -71.05402233)",1
I172074696,301,Robbery,ROBBERY - STREET,A1,111,,2017/9/8 23:42,2017,9,Friday,23,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)",1
I172074693,301,Robbery,ROBBERY - STREET,A7,27,,2017/9/8 22:28,2017,9,Friday,22,Part One,MAVERICK SQ,42.36958091,-71.03931444,"(42.36958091, -71.03931444)",1
I172074614,301,Robbery,ROBBERY - STREET,E18,503,,2017/9/8 18:04,2017,9,Friday,18,Part One,AMERICAN LEGION HWY,42.28314714,-71.11374152,"(42.28314714, -71.11374152)",1
I172074538,301,Robbery,ROBBERY - STREET,E5,563,,2017/9/8 15:33,2017,9,Friday,15,Part One,FIRTH RD,42.28861715,-71.12579957,"(42.28861715, -71.12579957)",1
I172074427,301,Robbery,ROBBERY - STREET,B2,329,,2017/9/8 7:20,2017,9,Friday,7,Part One,NORMANDY ST,42.30925735,-71.08026718,"(42.30925735, -71.08026718)",1
I172074367,301,Robbery,ROBBERY - STREET,C11,247,,2017/9/8 0:47,2017,9,Friday,0,Part One,DORCHESTER AVE,42.31371151,-71.05704145,"(42.31371151, -71.05704145)",1
I172074308,301,Robbery,ROBBERY - STREET,B3,74,,2017/9/7 20:49,2017,9,Thursday,20,Part One,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",1
I172074200,301,Robbery,ROBBERY - STREET,B3,472,,2017/9/7 15:49,2017,9,Thursday,15,Part One,ALMONT ST,42.27433629,-71.09369943,"(42.27433629, -71.09369943)",1
I172074016,301,Robbery,ROBBERY - STREET,A7,24,,2017/9/7 1:06,2017,9,Thursday,1,Part One,MERIDIAN ST,42.37996489,-71.03923314,"(42.37996489, -71.03923314)",1
I172073896,301,Robbery,ROBBERY - STREET,C11,337,,2017/9/6 16:03,2017,9,Wednesday,16,Part One,BEECHWOOD ST,42.30524412,-71.074838,"(42.30524412, -71.07483800)",1
I172073885,301,Robbery,ROBBERY - STREET,A1,119,,2017/9/4 21:30,2017,9,Monday,21,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)",1
I172073664,301,Robbery,ROBBERY - STREET,D4,172,,2017/9/3 11:30,2017,9,Sunday,11,Part One,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)",1
I172073629,301,Robbery,ROBBERY - STREET,D4,169,,2017/9/5 17:34,2017,9,Tuesday,17,Part One,E NEWTON ST,42.3367113,-71.07102057,"(42.33671130, -71.07102057)",1
